"Participant","RT","Face_group"
"58",0.712,"Outgroup"
"58",0.513,"Ingroup"
"58",1.088,"Ingroup"
"58",2.362,"Ingroup"
"58",1.064,"Ingroup"
"58",1.71,"Ingroup"
"58",1.606,"Outgroup"
"58",1.396,"Ingroup"
"58",0.841,"Outgroup"
"58",1.19,"Outgroup"
"58",1.536,"Outgroup"
"58",1.091,"Outgroup"
"58",1.369,"Ingroup"
"58",NA,"Outgroup"
"58",1.68,"Ingroup"
"58",1.589,"Outgroup"
"58",1.508,"Outgroup"
"58",0.485,"Ingroup"
"58",1.873,"Ingroup"
"58",1.211,"Ingroup"
"58",1.478,"Ingroup"
"58",1.154,"Ingroup"
"58",1.008,"Ingroup"
"58",1.733,"Ingroup"
"58",1.437,"Outgroup"
"58",1.068,"Ingroup"
"58",0.488,"Outgroup"
"58",0.475,"Ingroup"
"58",1.11,"Ingroup"
"58",1.086,"Outgroup"
"58",1.902,"Ingroup"
"58",0.821,"Ingroup"
"58",1.562,"Ingroup"
"58",0.895,"Outgroup"
"58",1.732,"Outgroup"
"58",1.187,"Ingroup"
"58",1.669,"Outgroup"
"58",0.57,"Ingroup"
"58",NA,"Ingroup"
"58",1.541,"Outgroup"
"58",1.06,"Ingroup"
"58",1.13,"Ingroup"
"58",1.586,"Outgroup"
"58",0.91,"Ingroup"
"58",1.131,"Ingroup"
"58",2.242,"Outgroup"
"58",1.014,"Ingroup"
"58",1.013,"Ingroup"
"58",1.863,"Outgroup"
"58",0.955,"Outgroup"
"58",1.731,"Outgroup"
"58",1.049,"Outgroup"
"58",0.951,"Ingroup"
"58",1.516,"Outgroup"
"58",1.075,"Ingroup"
"58",1.724,"Ingroup"
"58",1.136,"Outgroup"
"58",0.963,"Outgroup"
"58",0.699,"Ingroup"
"58",0.971,"Ingroup"
"58",1.031,"Ingroup"
"58",1.054,"Ingroup"
"58",1.288,"Ingroup"
"58",2.267,"Outgroup"
"58",1.795,"Ingroup"
"58",0.935,"Outgroup"
"58",0.838,"Outgroup"
"58",0.86,"Ingroup"
"58",2.204,"Outgroup"
"58",1.087,"Ingroup"
"58",0.893,"Outgroup"
"58",1.258,"Ingroup"
"58",0.964,"Outgroup"
"58",1.027,"Outgroup"
"58",1.261,"Ingroup"
"58",1.053,"Outgroup"
"58",1.022,"Ingroup"
"58",1.443,"Ingroup"
"58",1.355,"Ingroup"
"58",1.283,"Outgroup"
"58",0.999,"Outgroup"
"58",1.506,"Ingroup"
"58",1.775,"Outgroup"
"58",1.295,"Ingroup"
"58",1.14,"Ingroup"
"58",0.897,"Outgroup"
"58",1.121,"Ingroup"
"58",1.073,"Outgroup"
"58",0.68,"Outgroup"
"58",1.963,"Outgroup"
"58",1.014,"Outgroup"
"58",1.101,"Outgroup"
"58",1.447,"Ingroup"
"58",0.717,"Ingroup"
"58",2.189,"Ingroup"
"58",1.459,"Outgroup"
"58",1.065,"Outgroup"
"58",1.937,"Outgroup"
"58",2.246,"Outgroup"
"58",1.6,"Outgroup"
"58",NA,"Ingroup"
"58",1.931,"Ingroup"
"58",0.542,"Outgroup"
"58",0.459,"Outgroup"
"58",1.223,"Outgroup"
"58",1.506,"Ingroup"
"58",NA,"Ingroup"
"58",NA,"Outgroup"
"58",0.921,"Outgroup"
"58",0.528,"Outgroup"
"58",1.46,"Ingroup"
"58",1.495,"Ingroup"
"58",1.713,"Ingroup"
"58",0.891,"Outgroup"
"58",1.894,"Ingroup"
"58",1.352,"Outgroup"
"58",1.376,"Outgroup"
"58",0.948,"Ingroup"
"58",2.315,"Outgroup"
"58",1.17,"Outgroup"
"58",NA,"Ingroup"
"58",2.304,"Outgroup"
"58",NA,"Ingroup"
"58",1.872,"Ingroup"
"58",1.689,"Outgroup"
"58",0.871,"Ingroup"
"58",1.466,"Outgroup"
"58",1.397,"Outgroup"
"58",1.764,"Outgroup"
"58",1.189,"Outgroup"
"58",1,"Ingroup"
"58",1.975,"Outgroup"
"58",1.025,"Ingroup"
"58",1.178,"Ingroup"
"58",1.971,"Ingroup"
"58",1.55,"Ingroup"
"58",0.921,"Ingroup"
"58",1.085,"Outgroup"
"58",1.24,"Outgroup"
"58",0.918,"Ingroup"
"58",1.067,"Ingroup"
"58",0.486,"Ingroup"
"58",1.502,"Ingroup"
"58",1.008,"Ingroup"
"58",1.317,"Ingroup"
"58",1.098,"Ingroup"
"58",1.472,"Outgroup"
"58",NA,"Outgroup"
"58",0.949,"Ingroup"
"58",NA,"Outgroup"
"58",0.978,"Ingroup"
"58",1.303,"Ingroup"
"58",1.001,"Outgroup"
"58",1.278,"Ingroup"
"58",2.358,"Ingroup"
"58",1.069,"Outgroup"
"58",1.566,"Ingroup"
"58",0.642,"Outgroup"
"58",1.19,"Ingroup"
"58",1.285,"Ingroup"
"58",1.831,"Outgroup"
"58",0.934,"Outgroup"
"58",0.748,"Ingroup"
"58",0.923,"Ingroup"
"58",1.482,"Ingroup"
"58",0.963,"Outgroup"
"58",1.253,"Ingroup"
"58",0.976,"Ingroup"
"58",1.302,"Outgroup"
"58",1.09,"Outgroup"
"58",1.067,"Outgroup"
"58",NA,"Outgroup"
"58",1.248,"Ingroup"
"58",0.897,"Outgroup"
"58",0.817,"Outgroup"
"58",1.119,"Outgroup"
"58",0.893,"Outgroup"
"58",1.205,"Ingroup"
"58",1.181,"Outgroup"
"58",1.211,"Outgroup"
"58",0.595,"Ingroup"
"58",1.266,"Ingroup"
"58",1.476,"Outgroup"
"58",1.992,"Outgroup"
"58",0.956,"Ingroup"
"58",0.934,"Outgroup"
"58",1.325,"Ingroup"
"58",1.686,"Outgroup"
"58",0.977,"Outgroup"
"58",0.795,"Outgroup"
"58",0.649,"Ingroup"
"58",1.133,"Ingroup"
"58",0.733,"Outgroup"
"58",0.855,"Ingroup"
"58",0.719,"Outgroup"
"58",1.268,"Ingroup"
"58",0.905,"Outgroup"
"58",0.637,"Outgroup"
"58",1.657,"Outgroup"
"58",0.836,"Ingroup"
"58",1.312,"Ingroup"
"58",1.241,"Ingroup"
"58",1.423,"Ingroup"
"58",0.879,"Ingroup"
"58",1.4,"Outgroup"
"58",2.142,"Outgroup"
"58",1.105,"Outgroup"
"58",1.046,"Ingroup"
"58",0.911,"Ingroup"
"58",1.467,"Ingroup"
"58",1.047,"Ingroup"
"58",1.035,"Outgroup"
"58",1.042,"Ingroup"
"58",0.849,"Ingroup"
"58",1.231,"Outgroup"
"58",1.083,"Outgroup"
"58",1.569,"Outgroup"
"58",1.215,"Ingroup"
"58",1.367,"Outgroup"
"58",1.105,"Ingroup"
"58",0.659,"Ingroup"
"58",1.063,"Outgroup"
"58",1.362,"Ingroup"
"58",0.692,"Ingroup"
"58",1.079,"Ingroup"
"58",2.233,"Ingroup"
"58",1.462,"Ingroup"
"58",2.074,"Ingroup"
"58",1,"Outgroup"
"58",1.015,"Ingroup"
"58",1.063,"Ingroup"
"58",0.577,"Ingroup"
"58",1.638,"Outgroup"
"58",1.028,"Ingroup"
"58",1.723,"Outgroup"
"58",0.992,"Ingroup"
"58",1.454,"Outgroup"
"58",0.947,"Outgroup"
"58",NA,"Outgroup"
"58",1.917,"Outgroup"
"58",1.779,"Ingroup"
"58",1.313,"Ingroup"
"58",2.256,"Ingroup"
"58",1.346,"Ingroup"
"58",1.201,"Ingroup"
"58",1.207,"Outgroup"
"58",1.228,"Outgroup"
"58",0.905,"Outgroup"
"58",0.855,"Ingroup"
"58",0.518,"Outgroup"
"58",NA,"Outgroup"
"58",0.906,"Outgroup"
"58",1.04,"Outgroup"
"58",1.279,"Outgroup"
"58",0.968,"Ingroup"
"58",2.4,"Outgroup"
"58",0.854,"Outgroup"
"58",0.802,"Ingroup"
"58",1.199,"Ingroup"
"58",0.697,"Ingroup"
"58",1.012,"Ingroup"
"58",1.437,"Ingroup"
"58",1.296,"Outgroup"
"58",1.065,"Outgroup"
"58",1.691,"Ingroup"
"58",2.256,"Ingroup"
"58",1.955,"Ingroup"
"58",1.781,"Ingroup"
"58",1.207,"Ingroup"
"58",0.705,"Ingroup"
"58",1.996,"Outgroup"
"58",0.613,"Outgroup"
"58",1.178,"Outgroup"
"58",0.67,"Outgroup"
"58",0.965,"Ingroup"
"58",0.945,"Outgroup"
"58",1.01,"Ingroup"
"58",1.465,"Ingroup"
"58",1.366,"Outgroup"
"58",1.331,"Outgroup"
"58",1.342,"Outgroup"
"58",1.24,"Outgroup"
"58",1.47,"Outgroup"
"58",1.453,"Ingroup"
"58",1.606,"Outgroup"
"58",0.959,"Ingroup"
"58",1.091,"Ingroup"
"58",1.588,"Outgroup"
"58",0.5,"Outgroup"
"58",1.118,"Outgroup"
"58",0.876,"Outgroup"
"58",0.568,"Outgroup"
"58",1.414,"Ingroup"
"58",2.12,"Outgroup"
"58",0.866,"Outgroup"
"58",0.977,"Ingroup"
"58",1.139,"Outgroup"
"58",NA,"Outgroup"
"58",1.388,"Outgroup"
"58",1.296,"Outgroup"
"58",0.967,"Outgroup"
"58",1.811,"Outgroup"
"58",NA,"Ingroup"
"58",0.787,"Outgroup"
"58",1.751,"Ingroup"
"58",NA,"Ingroup"
"58",0.787,"Outgroup"
"58",1.874,"Outgroup"
"58",1.115,"Ingroup"
"58",1.003,"Ingroup"
"58",0.521,"Outgroup"
"58",1.354,"Outgroup"
"58",1.008,"Ingroup"
"58",0.753,"Ingroup"
"58",0.835,"Outgroup"
"58",0.896,"Outgroup"
"58",1.08,"Outgroup"
"58",0.584,"Ingroup"
"58",1.026,"Outgroup"
"58",1.89,"Ingroup"
"58",0.996,"Ingroup"
"58",1.273,"Ingroup"
"58",0.777,"Ingroup"
"58",1.548,"Ingroup"
"58",0.676,"Ingroup"
"58",1.163,"Ingroup"
"58",2.058,"Ingroup"
"58",0.964,"Ingroup"
"58",0.483,"Ingroup"
"58",1.385,"Outgroup"
"58",0.659,"Outgroup"
"58",2.282,"Ingroup"
"58",0.928,"Outgroup"
"58",1.795,"Ingroup"
"58",0.442,"Ingroup"
"58",0.683,"Outgroup"
"58",1.004,"Ingroup"
"58",1.238,"Outgroup"
"58",1.374,"Ingroup"
"58",0.591,"Outgroup"
"58",0.65,"Outgroup"
"58",0.957,"Ingroup"
"58",NA,"Ingroup"
"58",1.239,"Ingroup"
"58",0.747,"Outgroup"
"58",1.491,"Ingroup"
"58",1.783,"Ingroup"
"58",1.309,"Outgroup"
"58",NA,"Outgroup"
"58",0.98,"Outgroup"
"58",0.513,"Outgroup"
"58",0.932,"Ingroup"
"58",2.106,"Outgroup"
"58",1.032,"Ingroup"
"58",1.047,"Ingroup"
"58",2.403,"Outgroup"
"58",2.039,"Outgroup"
"58",1.66,"Ingroup"
"58",1.133,"Outgroup"
"58",1.515,"Ingroup"
"58",1.272,"Outgroup"
"58",NA,"Ingroup"
"58",NA,"Outgroup"
"58",1.644,"Ingroup"
"58",1.067,"Ingroup"
"58",0.868,"Outgroup"
"58",1.323,"Ingroup"
"58",0.986,"Outgroup"
"58",0.883,"Outgroup"
"58",1.058,"Outgroup"
"58",0.858,"Outgroup"
"58",1.368,"Ingroup"
"58",0.57,"Ingroup"
"58",1.279,"Outgroup"
"58",1.142,"Ingroup"
"58",0.892,"Outgroup"
"58",1.42,"Ingroup"
"58",1.026,"Outgroup"
"58",NA,"Ingroup"
"58",2.332,"Outgroup"
"58",0.496,"Outgroup"
"58",1.063,"Ingroup"
"58",0.538,"Ingroup"
"58",1.748,"Ingroup"
"58",2.033,"Ingroup"
"58",2.025,"Ingroup"
"58",0.889,"Outgroup"
"58",0.877,"Outgroup"
"58",1.231,"Ingroup"
"58",1.217,"Outgroup"
"58",2.079,"Outgroup"
"58",0.821,"Ingroup"
"58",1.37,"Outgroup"
"58",1.079,"Ingroup"
"58",0.452,"Ingroup"
"58",0.932,"Ingroup"
"58",1.299,"Ingroup"
"58",1.097,"Ingroup"
"58",0.566,"Ingroup"
"58",0.957,"Ingroup"
"58",1.183,"Outgroup"
"58",1.037,"Ingroup"
"58",2.102,"Ingroup"
"58",0.519,"Outgroup"
"58",0.873,"Outgroup"
"58",1.197,"Ingroup"
"58",1.48,"Outgroup"
"58",1.376,"Outgroup"
"58",1.722,"Ingroup"
"58",1.692,"Ingroup"
"58",1.154,"Outgroup"
"58",0.885,"Outgroup"
"58",2.388,"Outgroup"
"58",1.581,"Ingroup"
"58",0.815,"Outgroup"
"58",1.278,"Ingroup"
"58",1.471,"Outgroup"
"58",1.276,"Outgroup"
"58",1.148,"Outgroup"
"58",0.786,"Ingroup"
"58",NA,"Ingroup"
"58",0.862,"Ingroup"
"58",0.898,"Ingroup"
"58",1.065,"Outgroup"
"58",0.897,"Ingroup"
"58",1.525,"Ingroup"
"58",0.993,"Ingroup"
"58",1.195,"Ingroup"
"58",0.563,"Outgroup"
"58",0.649,"Outgroup"
"58",1.389,"Outgroup"
"58",1.545,"Ingroup"
"58",1.29,"Ingroup"
"58",0.99,"Outgroup"
"58",0.512,"Ingroup"
"58",2.102,"Ingroup"
"58",NA,"Ingroup"
"58",1.256,"Outgroup"
"58",1.016,"Ingroup"
"58",0.717,"Outgroup"
"58",1.472,"Ingroup"
"58",1.036,"Outgroup"
"58",1.088,"Ingroup"
"58",1.376,"Ingroup"
"58",1.233,"Ingroup"
"58",0.641,"Outgroup"
"58",1.179,"Ingroup"
"58",1.156,"Outgroup"
"58",1.223,"Outgroup"
"58",0.824,"Ingroup"
"58",0.63,"Outgroup"
"58",1.166,"Ingroup"
"58",1.291,"Outgroup"
"58",1.378,"Outgroup"
"58",0.955,"Ingroup"
"58",1.172,"Outgroup"
"58",0.921,"Outgroup"
"58",1.305,"Ingroup"
"58",0.916,"Ingroup"
"58",1.776,"Outgroup"
"58",0.918,"Ingroup"
"58",1.364,"Ingroup"
"58",1.918,"Outgroup"
"58",2.149,"Outgroup"
"58",0.976,"Outgroup"
"58",1.035,"Ingroup"
"58",0.882,"Outgroup"
"58",0.897,"Outgroup"
"58",0.883,"Outgroup"
"58",1.039,"Ingroup"
"58",0.944,"Ingroup"
"58",0.679,"Ingroup"
"58",0.606,"Outgroup"
"58",0.995,"Ingroup"
"58",NA,"Outgroup"
"58",0.997,"Outgroup"
"58",1.982,"Ingroup"
"58",0.629,"Ingroup"
"58",0.832,"Outgroup"
"58",1.003,"Outgroup"
"58",1.17,"Outgroup"
"58",NA,"Outgroup"
"58",0.761,"Outgroup"
"58",1.217,"Ingroup"
"58",0.916,"Outgroup"
"58",NA,"Outgroup"
"58",1.312,"Outgroup"
"58",1.383,"Outgroup"
"58",0.425,"Outgroup"
"58",NA,"Ingroup"
"58",0.993,"Ingroup"
"58",1.369,"Ingroup"
"58",1.975,"Ingroup"
"58",1.716,"Outgroup"
"58",1.15,"Outgroup"
"58",0.868,"Outgroup"
"58",0.704,"Outgroup"
"58",0.572,"Outgroup"
"58",2.125,"Outgroup"
"58",0.464,"Outgroup"
"58",1.522,"Outgroup"
"58",1.104,"Outgroup"
"58",1.462,"Outgroup"
"58",1.09,"Outgroup"
"58",0.801,"Ingroup"
"58",0.685,"Ingroup"
"58",0.854,"Outgroup"
"58",NA,"Outgroup"
"58",1.089,"Outgroup"
"58",0.538,"Outgroup"
"58",0.574,"Ingroup"
"58",1.011,"Ingroup"
"59",1.975,"Outgroup"
"59",0.947,"Outgroup"
"59",0.897,"Outgroup"
"59",0.942,"Ingroup"
"59",0.712,"Outgroup"
"59",NA,"Outgroup"
"59",0.699,"Ingroup"
"59",1.197,"Ingroup"
"59",1.308,"Outgroup"
"59",1.141,"Ingroup"
"59",0.531,"Ingroup"
"59",0.721,"Outgroup"
"59",1.161,"Outgroup"
"59",0.699,"Outgroup"
"59",0.991,"Ingroup"
"59",0.716,"Outgroup"
"59",1.789,"Outgroup"
"59",1.951,"Outgroup"
"59",0.955,"Outgroup"
"59",0.763,"Outgroup"
"59",1.409,"Ingroup"
"59",0.889,"Outgroup"
"59",0.701,"Ingroup"
"59",1.241,"Outgroup"
"59",1.967,"Ingroup"
"59",0.786,"Outgroup"
"59",NA,"Outgroup"
"59",1.06,"Outgroup"
"59",1.119,"Outgroup"
"59",1.777,"Outgroup"
"59",0.908,"Ingroup"
"59",1.382,"Outgroup"
"59",1.35,"Ingroup"
"59",0.794,"Outgroup"
"59",1.17,"Outgroup"
"59",0.943,"Outgroup"
"59",1.585,"Outgroup"
"59",1.245,"Ingroup"
"59",0.592,"Ingroup"
"59",1.26,"Ingroup"
"59",1.638,"Ingroup"
"59",0.952,"Outgroup"
"59",0.779,"Outgroup"
"59",0.855,"Ingroup"
"59",1.03,"Ingroup"
"59",1.167,"Outgroup"
"59",1.022,"Ingroup"
"59",1.014,"Ingroup"
"59",1.379,"Outgroup"
"59",0.776,"Outgroup"
"59",1.611,"Outgroup"
"59",0.978,"Outgroup"
"59",1.046,"Ingroup"
"59",1.27,"Ingroup"
"59",1.376,"Outgroup"
"59",0.938,"Ingroup"
"59",1.088,"Ingroup"
"59",1.673,"Outgroup"
"59",0.784,"Outgroup"
"59",0.815,"Ingroup"
"59",1.316,"Ingroup"
"59",0.679,"Outgroup"
"59",0.572,"Ingroup"
"59",1.183,"Outgroup"
"59",1.303,"Ingroup"
"59",0.754,"Outgroup"
"59",1.827,"Outgroup"
"59",0.65,"Ingroup"
"59",1.525,"Outgroup"
"59",0.754,"Ingroup"
"59",1.287,"Ingroup"
"59",0.88,"Outgroup"
"59",0.663,"Outgroup"
"59",1.276,"Outgroup"
"59",0.884,"Ingroup"
"59",1.043,"Ingroup"
"59",1.2,"Outgroup"
"59",0.792,"Ingroup"
"59",0.925,"Ingroup"
"59",0.656,"Ingroup"
"59",1.051,"Ingroup"
"59",0.886,"Ingroup"
"59",0.873,"Outgroup"
"59",1.059,"Ingroup"
"59",0.953,"Ingroup"
"59",1.323,"Ingroup"
"59",0.886,"Ingroup"
"59",1.706,"Outgroup"
"59",1.721,"Outgroup"
"59",1.872,"Ingroup"
"59",0.711,"Outgroup"
"59",0.727,"Ingroup"
"59",1.574,"Ingroup"
"59",0.846,"Ingroup"
"59",1.062,"Ingroup"
"59",NA,"Outgroup"
"59",0.892,"Ingroup"
"59",0.931,"Outgroup"
"59",0.943,"Ingroup"
"59",0.861,"Ingroup"
"59",1.028,"Ingroup"
"59",0.656,"Outgroup"
"59",0.826,"Ingroup"
"59",0.94,"Outgroup"
"59",0.877,"Outgroup"
"59",0.798,"Ingroup"
"59",0.968,"Outgroup"
"59",0.669,"Outgroup"
"59",0.982,"Outgroup"
"59",1.587,"Ingroup"
"59",0.824,"Ingroup"
"59",0.996,"Ingroup"
"59",0.702,"Outgroup"
"59",1.053,"Outgroup"
"59",1.042,"Outgroup"
"59",1.536,"Ingroup"
"59",1.369,"Outgroup"
"59",1.49,"Ingroup"
"59",0.888,"Outgroup"
"59",0.654,"Outgroup"
"59",0.826,"Outgroup"
"59",1.24,"Ingroup"
"59",0.69,"Outgroup"
"59",0.768,"Ingroup"
"59",0.909,"Ingroup"
"59",1.226,"Outgroup"
"59",0.734,"Ingroup"
"59",0.831,"Ingroup"
"59",NA,"Ingroup"
"59",1.219,"Ingroup"
"59",0.675,"Ingroup"
"59",1.118,"Ingroup"
"59",0.83,"Ingroup"
"59",0.799,"Outgroup"
"59",1.052,"Ingroup"
"59",0.83,"Outgroup"
"59",0.769,"Ingroup"
"59",0.895,"Outgroup"
"59",1.036,"Ingroup"
"59",NA,"Ingroup"
"59",0.955,"Outgroup"
"59",0.994,"Ingroup"
"59",0.919,"Ingroup"
"59",1.655,"Outgroup"
"59",0.889,"Outgroup"
"59",1.064,"Ingroup"
"59",0.852,"Outgroup"
"59",0.775,"Outgroup"
"59",1.232,"Ingroup"
"59",0.658,"Ingroup"
"59",0.787,"Outgroup"
"59",0.682,"Outgroup"
"59",0.833,"Ingroup"
"59",0.994,"Outgroup"
"59",1.126,"Outgroup"
"59",0.742,"Ingroup"
"59",0.887,"Ingroup"
"59",0.919,"Outgroup"
"59",0.74,"Outgroup"
"59",0.729,"Outgroup"
"59",1.929,"Ingroup"
"59",0.75,"Ingroup"
"59",1.383,"Outgroup"
"59",NA,"Ingroup"
"59",1.928,"Ingroup"
"59",0.761,"Outgroup"
"59",0.756,"Ingroup"
"59",1.043,"Ingroup"
"59",0.962,"Ingroup"
"59",1.66,"Outgroup"
"59",0.904,"Outgroup"
"59",1.75,"Ingroup"
"59",0.844,"Outgroup"
"59",1.069,"Outgroup"
"59",1.332,"Outgroup"
"59",1.091,"Ingroup"
"59",0.961,"Outgroup"
"59",1.752,"Outgroup"
"59",1.141,"Ingroup"
"59",0.758,"Ingroup"
"59",0.813,"Outgroup"
"59",1.337,"Ingroup"
"59",0.917,"Ingroup"
"59",NA,"Outgroup"
"59",1.312,"Outgroup"
"59",0.982,"Outgroup"
"59",1.386,"Ingroup"
"59",0.865,"Outgroup"
"59",0.864,"Ingroup"
"59",1.85,"Outgroup"
"59",0.7,"Ingroup"
"59",1.467,"Ingroup"
"59",0.802,"Ingroup"
"59",0.808,"Outgroup"
"59",1.155,"Ingroup"
"59",0.713,"Ingroup"
"59",1.341,"Outgroup"
"59",NA,"Ingroup"
"59",0.847,"Ingroup"
"59",1.785,"Ingroup"
"59",0.967,"Ingroup"
"59",0.841,"Outgroup"
"59",NA,"Outgroup"
"59",1.775,"Ingroup"
"59",1.182,"Outgroup"
"59",0.99,"Outgroup"
"59",0.998,"Ingroup"
"59",NA,"Ingroup"
"59",1.383,"Ingroup"
"59",1.316,"Ingroup"
"59",1.916,"Ingroup"
"59",0.632,"Ingroup"
"59",1.32,"Outgroup"
"59",1.24,"Ingroup"
"59",1.278,"Ingroup"
"59",1.845,"Outgroup"
"59",1.152,"Ingroup"
"59",0.609,"Ingroup"
"59",0.937,"Outgroup"
"59",1.901,"Ingroup"
"59",1.493,"Outgroup"
"59",0.966,"Outgroup"
"59",1.953,"Ingroup"
"59",1.411,"Outgroup"
"59",NA,"Ingroup"
"59",NA,"Outgroup"
"59",1.151,"Ingroup"
"59",0.824,"Ingroup"
"59",0.95,"Outgroup"
"59",1.614,"Ingroup"
"59",1.289,"Ingroup"
"59",1.154,"Outgroup"
"59",0.721,"Ingroup"
"59",0.839,"Ingroup"
"59",0.975,"Ingroup"
"59",0.958,"Ingroup"
"59",0.909,"Ingroup"
"59",0.849,"Ingroup"
"59",0.773,"Outgroup"
"59",0.93,"Ingroup"
"59",0.735,"Outgroup"
"59",0.868,"Outgroup"
"59",NA,"Outgroup"
"59",1.153,"Ingroup"
"59",0.934,"Outgroup"
"59",1.285,"Outgroup"
"59",1.833,"Outgroup"
"59",1.381,"Ingroup"
"59",0.853,"Outgroup"
"59",1.24,"Outgroup"
"59",1.479,"Ingroup"
"59",0.885,"Ingroup"
"59",1.348,"Outgroup"
"59",0.858,"Outgroup"
"59",1.869,"Outgroup"
"59",0.848,"Outgroup"
"59",0.951,"Ingroup"
"59",1.142,"Outgroup"
"59",1.006,"Ingroup"
"59",1.604,"Ingroup"
"59",0.876,"Outgroup"
"59",0.896,"Outgroup"
"59",1.435,"Outgroup"
"59",0.943,"Outgroup"
"59",0.973,"Outgroup"
"59",0.992,"Ingroup"
"59",1.418,"Outgroup"
"59",1.208,"Outgroup"
"59",0.984,"Outgroup"
"59",1.804,"Ingroup"
"59",0.733,"Ingroup"
"59",1.199,"Ingroup"
"59",0.903,"Ingroup"
"59",0.948,"Outgroup"
"59",0.85,"Ingroup"
"59",0.758,"Outgroup"
"59",0.944,"Outgroup"
"59",1.62,"Outgroup"
"59",NA,"Ingroup"
"59",NA,"Outgroup"
"59",0.771,"Outgroup"
"59",1.685,"Ingroup"
"59",0.884,"Ingroup"
"59",NA,"Outgroup"
"59",0.951,"Ingroup"
"59",1.415,"Outgroup"
"59",0.825,"Outgroup"
"59",1.307,"Outgroup"
"59",1.323,"Ingroup"
"59",0.777,"Ingroup"
"59",0.616,"Ingroup"
"59",1.281,"Ingroup"
"59",1.052,"Ingroup"
"59",0.889,"Ingroup"
"59",1.728,"Outgroup"
"59",0.998,"Outgroup"
"59",1.307,"Outgroup"
"59",1.192,"Outgroup"
"59",1.041,"Outgroup"
"59",0.987,"Ingroup"
"59",1.107,"Outgroup"
"59",0.691,"Ingroup"
"59",0.821,"Outgroup"
"59",0.737,"Ingroup"
"59",0.607,"Outgroup"
"59",1.41,"Outgroup"
"59",0.847,"Ingroup"
"59",1.345,"Outgroup"
"59",0.805,"Ingroup"
"59",1.693,"Outgroup"
"59",NA,"Outgroup"
"59",0.826,"Ingroup"
"59",1.178,"Ingroup"
"59",1.331,"Ingroup"
"59",0.999,"Outgroup"
"59",1.283,"Ingroup"
"59",1.355,"Outgroup"
"59",1.006,"Ingroup"
"59",NA,"Outgroup"
"59",0.923,"Ingroup"
"59",0.947,"Outgroup"
"59",0.826,"Ingroup"
"59",0.897,"Ingroup"
"59",1.348,"Ingroup"
"59",0.733,"Ingroup"
"59",0.637,"Outgroup"
"59",1.309,"Outgroup"
"59",1.395,"Outgroup"
"59",1.049,"Outgroup"
"59",1.39,"Outgroup"
"59",0.952,"Outgroup"
"59",1.408,"Ingroup"
"59",1.629,"Outgroup"
"59",1.057,"Ingroup"
"59",0.928,"Outgroup"
"59",0.805,"Outgroup"
"59",0.912,"Outgroup"
"59",0.748,"Outgroup"
"59",1.57,"Ingroup"
"59",1.182,"Ingroup"
"59",1.109,"Outgroup"
"59",1.288,"Ingroup"
"59",0.81,"Outgroup"
"59",0.617,"Outgroup"
"59",1.463,"Ingroup"
"59",0.908,"Ingroup"
"59",1.013,"Outgroup"
"59",0.867,"Ingroup"
"59",1.177,"Ingroup"
"59",1.008,"Outgroup"
"59",0.975,"Outgroup"
"59",1.333,"Outgroup"
"59",1.846,"Ingroup"
"59",0.732,"Ingroup"
"59",0.944,"Outgroup"
"59",1.065,"Ingroup"
"59",0.904,"Outgroup"
"59",0.745,"Ingroup"
"59",0.896,"Outgroup"
"59",0.813,"Ingroup"
"59",0.782,"Ingroup"
"59",1.558,"Outgroup"
"59",1.246,"Outgroup"
"59",0.975,"Outgroup"
"59",1.084,"Ingroup"
"59",0.854,"Outgroup"
"59",0.981,"Ingroup"
"59",1.386,"Ingroup"
"59",0.846,"Ingroup"
"59",0.937,"Ingroup"
"59",0.86,"Outgroup"
"59",1.028,"Ingroup"
"59",0.775,"Outgroup"
"59",0.737,"Ingroup"
"59",1.102,"Outgroup"
"59",0.911,"Ingroup"
"59",0.665,"Ingroup"
"59",1.317,"Outgroup"
"59",1.64,"Outgroup"
"59",1.191,"Ingroup"
"59",1.606,"Outgroup"
"59",NA,"Outgroup"
"59",0.582,"Ingroup"
"59",0.751,"Outgroup"
"59",1.915,"Outgroup"
"59",1.559,"Outgroup"
"59",NA,"Ingroup"
"59",0.714,"Ingroup"
"59",0.788,"Ingroup"
"59",1.212,"Ingroup"
"59",0.68,"Outgroup"
"59",1.225,"Ingroup"
"59",0.808,"Ingroup"
"59",0.996,"Outgroup"
"59",0.852,"Ingroup"
"59",1.29,"Outgroup"
"59",1.606,"Outgroup"
"59",1.918,"Outgroup"
"59",0.874,"Outgroup"
"59",1.167,"Ingroup"
"59",NA,"Outgroup"
"59",1.508,"Outgroup"
"59",0.711,"Outgroup"
"59",NA,"Outgroup"
"59",0.979,"Outgroup"
"59",1.077,"Ingroup"
"59",1.385,"Outgroup"
"59",0.64,"Ingroup"
"59",0.88,"Ingroup"
"59",1.061,"Ingroup"
"59",1.518,"Ingroup"
"59",1.31,"Ingroup"
"59",1.242,"Outgroup"
"59",1.091,"Outgroup"
"59",0.822,"Outgroup"
"59",1.599,"Outgroup"
"59",1.276,"Outgroup"
"59",NA,"Outgroup"
"59",1.428,"Outgroup"
"59",1.233,"Outgroup"
"59",0.764,"Outgroup"
"59",1.952,"Outgroup"
"59",NA,"Outgroup"
"59",0.965,"Ingroup"
